"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.734736250E0	-1.051908950E1	4.932053313E0	-9.319590515E-1	1.165525382E1
9.744730250E0	-1.188865242E1	5.372225860E0	-2.506730586E-1	1.304851348E1
9.754725250E0	-1.343262024E1	5.653863434E0	6.231366026E-1	1.458731495E1
9.764719250E0	-1.476812078E1	6.187546992E0	1.325089579E0	1.606670444E1
9.774714250E0	-1.569693813E1	6.285380266E0	2.106575214E0	1.703929373E1
9.784709250E0	-1.636942289E1	6.452020065E0	2.491268209E0	1.777056516E1
9.794703250E0	-1.692164095E1	6.441814334E0	3.054214159E0	1.836211122E1
9.804698250E0	-1.716214746E1	6.296347888E0	3.720810776E0	1.865550147E1
9.814692250E0	-1.728227032E1	6.168566930E0	4.278513528E0	1.884233965E1
9.824687250E0	-1.737359096E1	6.009727317E0	4.424402727E0	1.890856485E1
9.834681250E0	-1.729881326E1	5.755527218E0	4.050600756E0	1.867571686E1
9.844676250E0	-1.740699844E1	5.593118464E0	3.234752204E0	1.856744977E1
9.854670250E0	-1.743312848E1	5.715498349E0	2.426743600E0	1.850594430E1
9.864665250E0	-1.701956661E1	5.745397502E0	1.893145410E0	1.806264764E1
9.874659250E0	-1.614325961E1	5.410193000E0	1.351500283E0	1.707927317E1
9.884654250E0	-1.495643270E1	4.838051427E0	7.571612173E-1	1.573769087E1
9.894648250E0	-1.364273876E1	4.390763403E0	2.403533077E-1	1.433390714E1
9.904643250E0	-1.209870195E1	3.912170849E0	-1.467826545E-2	1.271549783E1
9.914637250E0	-1.058084312E1	3.442095641E0	-2.712815702E-1	1.112995315E1
9.924632250E0	-9.164514754E0	3.084772000E0	-5.107390845E-1	9.683233106E0
9.934626250E0	-7.992849682E0	2.913055356E0	-5.331690037E-1	8.523837559E0
9.944621250E0	-7.089204603E0	3.144199007E0	-4.671404904E-1	7.769236097E0
9.954615250E0	-6.336534632E0	3.233457339E0	-8.980908090E-1	7.170319700E0
9.964610250E0	-5.780468516E0	3.476626081E0	-1.531015651E0	6.916990248E0
9.974604250E0	-5.047433496E0	3.703458579E0	-1.820964457E0	6.519823762E0
9.984599250E0	-3.920572713E0	3.894451447E0	-2.257308832E0	5.969345494E0
9.994593250E0	-2.436606975E0	3.818601657E0	-2.529453451E0	5.188150627E0
1.000458825E1	-6.353848384E-1	3.497643605E0	-2.379428515E0	4.277721910E0
1.001458225E1	1.534148004E0	3.446721958E0	-1.927318878E0	4.236515126E0
1.002457725E1	3.647786654E0	2.867822173E0	-1.805447701E0	4.978995169E0
1.003457125E1	4.910570058E0	2.669123845E0	-1.500649306E0	5.787043177E0
1.004456625E1	5.460320011E0	3.883495519E0	-1.062729106E0	6.784248316E0
1.005456025E1	6.341563237E0	4.220071484E0	-1.272385116E0	7.722913408E0
1.006455525E1	7.206637158E0	4.772746215E0	-2.007557294E0	8.873838620E0
1.007454925E1	8.670882284E0	4.981728918E0	-2.693287171E0	1.035642884E1
1.008454425E1	1.040124238E1	4.260298281E0	-2.616704434E0	1.154049941E1
1.009453825E1	1.242993268E1	3.476224669E0	-1.877487736E0	1.304271155E1
1.010453325E1	1.409328661E1	2.969711952E0	-1.776546083E0	1.451192725E1
1.011452825E1	1.493778009E1	2.680214843E0	-1.558950723E0	1.525618409E1
1.012452225E1	1.561153720E1	2.958565405E0	-1.030317990E0	1.592277483E1
1.013451725E1	1.608931436E1	3.111286199E0	-6.228138363E-1	1.639920838E1
1.014451125E1	1.682166643E1	3.070195184E0	1.080559605E-1	1.709988994E1
1.015450625E1	1.768765427E1	3.263207387E0	1.454859760E0	1.804489548E1
1.016450025E1	1.830873616E1	2.844976809E0	2.055244262E0	1.864209596E1
1.017449525E1	1.855782872E1	1.993145370E0	1.687648525E0	1.874069883E1
1.018448925E1	1.816652486E1	1.535559376E0	1.167088457E0	1.826862511E1
1.019448425E1	1.735534882E1	1.016551451E0	2.572716415E-1	1.738699796E1
1.020447825E1	1.633262870E1	3.944270016E-1	-8.061029971E-1	1.635726551E1
1.021447325E1	1.531587274E1	3.601332280E-1	-9.637351602E-1	1.535038890E1
1.022446725E1	1.455596275E1	2.831888036E-1	-6.992427921E-1	1.457549958E1
1.023446225E1	1.394050354E1	-4.336064894E-2	-4.274466670E-1	1.394712264E1
1.024445625E1	1.331762071E1	1.212409567E-1	2.308480740E-1	1.332017311E1
1.025445125E1	1.231785676E1	2.331063052E-1	5.039726865E-1	1.233036586E1
1.026444525E1	1.113117838E1	4.925394065E-1	5.554977661E-1	1.115590897E1
1.027444025E1	9.700835992E0	8.391773339E-1	7.126843715E-1	9.763112032E0
1.028443425E1	8.144988971E0	9.770237618E-1	4.925548285E-1	8.218152531E0
1.029442925E1	6.567475092E0	1.091518311E0	-9.651121795E-2	6.658262215E0
1.030442325E1	4.830832162E0	1.245523154E0	-5.984859109E-1	5.024584828E0
1.031441825E1	3.306001112E0	1.640860274E0	-9.742654109E-1	3.817231835E0
1.032441225E1	1.835612901E0	1.970540619E0	-1.601844728E0	3.133434471E0
1.033440725E1	1.605200299E-1	2.050871568E0	-2.077148516E0	2.923420398E0
1.034440125E1	-1.273372272E0	2.139455861E0	-2.778669968E0	3.730918804E0
1.035439625E1	-2.483999535E0	2.169400622E0	-3.116843686E0	4.537760165E0
1.036439025E1	-3.896549428E0	2.464016091E0	-2.598482171E0	5.292124557E0
1.037438525E1	-5.085125817E0	2.627660069E0	-2.386653335E0	6.201549496E0
1.038437925E1	-6.106143810E0	2.567954150E0	-2.469166903E0	7.069382289E0
1.039437425E1	-7.205110450E0	2.733019586E0	-2.261323530E0	8.030977323E0
1.040436825E1	-8.072730834E0	3.028748073E0	-1.856763450E0	8.819856491E0
1.041436325E1	-8.990741937E0	3.214220584E0	-1.369702080E0	9.645762714E0
1.042435725E1	-9.699408102E0	3.407552922E0	-1.238272460E0	1.035486616E1
1.043435225E1	-1.016187374E1	3.362392537E0	-1.203500238E0	1.077115474E1
1.044434725E1	-1.045898130E1	3.278125096E0	-1.218923439E0	1.102824411E1
1.045434125E1	-1.044980935E1	3.186440462E0	-9.417864668E-1	1.096534906E1
1.046433625E1	-1.003836535E1	2.718064163E0	-4.998328578E-1	1.041184347E1
1.047433025E1	-9.682422525E0	2.343118914E0	-1.765157461E-2	9.961918680E0
1.048432525E1	-9.585738230E0	2.555777324E0	6.586976141E-1	9.942447268E0
1.049431925E1	-9.194294624E0	3.005793366E0	1.434669324E0	9.778963312E0
1.050431425E1	-8.771543856E0	2.982671429E0	1.672424129E0	9.414526697E0
1.051430825E1	-8.332809724E0	2.856239716E0	1.635627016E0	8.959302369E0
1.052430325E1	-7.666515992E0	2.641161875E0	1.680259983E0	8.280970783E0
1.053429725E1	-6.789642389E0	2.110254282E0	1.501428739E0	7.266822219E0
1.054429225E1	-6.080975055E0	1.651961213E0	1.707926084E0	6.528724606E0
1.055428625E1	-5.641307123E0	1.555859593E0	2.180177625E0	6.244855451E0
1.056428125E1	-5.043015339E0	1.323394618E0	2.817038813E0	5.926135731E0
1.057427525E1	-4.430688192E0	1.406324215E0	3.726679042E0	5.957926010E0
1.058427025E1	-3.886752710E0	1.534496644E0	4.580063210E0	6.199879481E0
1.059426425E1	-3.175022604E0	1.416568683E0	5.665743222E0	6.647411649E0
1.060425925E1	-2.446166150E0	1.092143963E0	6.567355224E0	7.092718936E0
1.061425325E1	-1.785248494E0	6.258833322E-1	7.135858367E0	7.382365256E0
1.062424825E1	-1.086502204E0	4.268701315E-1	7.726685010E0	7.814369226E0
1.063424225E1	-5.998610298E-1	2.783333123E-1	8.505654003E0	8.531321862E0
1.064423725E1	2.023059871E-2	1.247421598E-1	9.217155483E0	9.218021755E0
1.065423125E1	7.751503225E-1	-2.525850981E-3	9.910127721E0	9.940397167E0
1.066422625E1	1.322839571E0	1.865823126E-1	1.091267845E1	1.099414701E1
1.067422025E1	1.750021359E0	3.315796660E-1	1.166964730E1	1.180479512E1
1.068421525E1	1.685500989E0	6.311896804E-1	1.188187901E1	1.201741914E1
1.069421025E1	1.523527414E0	7.155572547E-1	1.157938851E1	1.170108526E1
1.070420425E1	1.327089912E0	8.134737048E-1	1.135884440E1	1.146500123E1
1.071419925E1	1.002654081E0	9.833578312E-1	1.131934412E1	1.140613252E1
1.072419325E1	9.031175141E-1	9.851412320E-1	1.098213753E1	1.106315819E1
1.073418825E1	7.466334517E-1	8.966186263E-1	1.062908966E1	1.069293849E1
1.074418225E1	6.788323550E-1	7.072598364E-1	1.027270655E1	1.031937642E1
1.075417725E1	4.793461876E-1	5.244570179E-1	9.582014723E0	9.608321085E0
1.076417125E1	3.880393571E-1	4.209534071E-1	9.118752106E0	9.136707081E0
1.077416625E1	3.343063688E-1	6.135402985E-1	8.595572485E0	8.623923631E0
1.078416025E1	2.671230304E-1	1.109461442E0	8.065405442E0	8.145736575E0
1.079415525E1	3.190536144E-1	1.522614956E0	7.552178952E0	7.710743054E0
1.080414925E1	5.669036373E-1	1.769823101E0	6.808789097E0	7.057851126E0
1.081414425E1	7.688515556E-1	1.688269499E0	5.865100531E0	6.151486882E0
1.082413825E1	9.598645958E-1	1.686327200E0	4.974373121E0	5.339422011E0
1.083413325E1	1.145008347E0	1.738780379E0	4.109469938E0	4.606749884E0
1.084412725E1	1.163132669E0	1.562849062E0	3.052584540E0	3.621277008E0
1.085412225E1	1.108428605E0	1.666162346E0	1.845080713E0	2.721954036E0
1.086411625E1	1.268445701E0	1.619877541E0	4.212380934E-1	2.100095063E0
1.087411125E1	1.316195672E0	1.692579482E0	-1.021082312E0	2.374827454E0
1.088410525E1	1.367573840E0	1.997939940E0	-2.643407498E0	3.584637417E0
1.089410025E1	1.471005238E0	2.440141033E0	-3.939720590E0	4.862051316E0
1.090409425E1	1.454612130E0	3.395160626E0	-4.840399961E0	6.088717756E0
1.091408925E1	1.580405619E0	4.021494193E0	-5.936990878E0	7.342884866E0
1.092408325E1	1.771484587E0	4.549921982E0	-6.644171850E0	8.245299707E0
1.093407825E1	1.924319987E0	4.940951021E0	-7.687193500E0	9.338573141E0
1.094407325E1	2.207154340E0	4.955319968E0	-8.864464883E0	1.039256773E1
1.095406725E1	2.540308807E0	4.933152004E0	-1.006486376E1	1.149306922E1
1.096406225E1	2.730276073E0	4.824035944E0	-1.117988802E1	1.247860675E1
1.097405625E1	3.003055407E0	4.826657835E0	-1.186955775E1	1.316059911E1
1.098405125E1	3.172176764E0	5.017091124E0	-1.267223896E1	1.399355384E1
1.099404525E1	3.176996917E0	5.396236281E0	-1.326525655E1	1.466900497E1
1.100404025E1	3.359568039E0	5.837292928E0	-1.347026110E1	1.506016668E1
1.101403425E1	3.266745245E0	6.337940887E0	-1.313164651E1	1.494259881E1
1.102402925E1	3.336030950E0	7.027337553E0	-1.233320336E1	1.458151161E1
1.103402325E1	3.570405479E0	7.104022032E0	-1.221389911E1	1.457375229E1
1.104401825E1	3.718673327E0	7.119915349E0	-1.241866510E1	1.479002937E1
1.105401225E1	4.047342103E0	6.819245088E0	-1.238943487E1	1.470990068E1
1.106400725E1	4.216102687E0	6.451385057E0	-1.234599356E1	1.455401828E1
1.107400125E1	4.237628042E0	6.378176163E0	-1.258918277E1	1.473520089E1
1.108399625E1	4.197795639E0	6.303702516E0	-1.267064501E1	1.476155136E1
1.109399025E1	4.233473010E0	6.228424877E0	-1.259992644E1	1.467902301E1
1.110398525E1	4.110475659E0	6.171120409E0	-1.249863396E1	1.453253550E1
1.111397925E1	3.914893897E0	6.070163553E0	-1.244642183E1	1.439050715E1
1.112397425E1	3.653378347E0	5.918553438E0	-1.254517779E1	1.434426485E1
1.113396825E1	3.548342181E0	5.907051964E0	-1.237757320E1	1.416645028E1
1.114396325E1	3.235218812E0	6.024531882E0	-1.198350946E1	1.379732308E1
1.115395725E1	2.724677364E0	6.278591648E0	-1.117322687E1	1.310288436E1
1.116395225E1	2.653917868E0	6.300501165E0	-1.032714646E1	1.238505345E1
1.117394625E1	2.654193272E0	6.038802012E0	-9.798969812E0	1.181235290E1
1.118394125E1	2.707862526E0	5.815942989E0	-9.228796120E0	1.123959030E1
1.119393625E1	2.744772197E0	5.275808782E0	-8.585024108E0	1.044368573E1
1.120393025E1	2.667734839E0	4.574095834E0	-8.037316003E0	9.624843396E0
1.121392525E1	2.507517037E0	4.163141531E0	-7.546887807E0	8.976352525E0
1.122391925E1	2.157978817E0	4.268866206E0	-7.055819925E0	8.524358397E0
1.123391425E1	1.785516881E0	4.568952915E0	-6.302175223E0	7.986289114E0
1.124390825E1	1.546624354E0	4.594014666E0	-5.075299571E0	7.018239336E0
1.125390325E1	1.246257856E0	4.480142188E0	-4.351177461E0	6.368483176E0
1.126389725E1	1.290666144E0	3.492095182E0	-4.026220205E0	5.483702855E0
1.127389225E1	1.364560331E0	2.721028409E0	-4.334074940E0	5.296246415E0
1.128388625E1	1.187809527E0	2.431354714E0	-4.900271941E0	5.597771192E0
1.129388125E1	7.386569725E-1	2.396705430E0	-3.662591220E0	4.438962208E0
1.130387525E1	1.756148364E-1	2.776435162E0	-1.290049555E0	3.066538869E0
1.131387025E1	-4.414459245E-1	3.204711549E0	1.144429911E0	3.431438538E0
1.132386425E1	-6.787953714E-1	3.637249972E0	3.096190150E0	4.824597803E0
1.133385925E1	-7.633920103E-1	4.071033851E0	4.794283556E0	6.335711388E0
1.134385325E1	-4.921936168E-1	4.201515345E0	5.884308634E0	7.247073469E0
1.135384825E1	-2.208282852E-1	3.841304349E0	6.684832218E0	7.713064632E0
1.136384225E1	1.663450992E-1	3.344758504E0	6.996486474E0	7.756668300E0
1.137383725E1	8.913301852E-1	2.986549594E0	7.676721722E0	8.285288430E0
1.138383125E1	8.521790564E-1	2.336369766E0	9.254682328E0	9.583004634E0
1.139382625E1	7.109774230E-1	3.198154189E0	1.078755388E1	1.127408524E1
1.140382025E1	6.887963028E-1	3.931834450E0	1.238460974E1	1.301200680E1
1.141381525E1	8.463189038E-1	4.098072838E0	1.351222891E1	1.414534506E1
1.142380925E1	8.350032990E-1	4.303760928E0	1.484997830E1	1.548358628E1
1.143380425E1	3.358217113E-1	4.727769139E0	1.593461458E1	1.662457576E1
1.144379925E1	-2.921581401E-1	4.178907671E0	1.547012346E1	1.602726881E1
1.145379325E1	-1.239707513E0	3.587951219E0	1.490147823E1	1.537739647E1
1.146378825E1	-2.727481396E0	3.741429521E0	1.463005633E1	1.534522720E1
1.147378225E1	-4.024734136E0	4.012683024E0	1.495343308E1	1.599703944E1
1.148377725E1	-4.906331996E0	4.100736537E0	1.563783564E1	1.689467482E1
1.149377125E1	-5.430313269E0	3.921966982E0	1.637692838E1	1.769389472E1
1.150376625E1	-5.362745769E0	3.608162120E0	1.690767546E1	1.810103217E1
1.151376025E1	-5.037958667E0	3.098724334E0	1.720820130E1	1.819629940E1
1.152375525E1	-4.530053728E0	2.520029494E0	1.709028050E1	1.785916076E1
1.153374925E1	-4.179255872E0	2.133499888E0	1.662245296E1	1.727205674E1
1.154374425E1	-3.786524125E0	1.690083598E0	1.567490465E1	1.621409212E1
1.155373825E1	-3.618272833E0	1.448275210E0	1.492126053E1	1.542184863E1
1.156373325E1	-3.708735107E0	1.369256815E0	1.394126368E1	1.449097696E1
1.157372725E1	-3.977474015E0	1.573050992E0	1.306876087E1	1.375090178E1
1.158372225E1	-4.099188194E0	1.986347981E0	1.290306131E1	1.368349053E1
1.159371625E1	-3.798259487E0	2.505565236E0	1.316843251E1	1.393241713E1
1.160371125E1	-3.305337161E0	2.954129122E0	1.334236730E1	1.405954827E1
1.161370525E1	-2.659431208E0	3.315525057E0	1.345989750E1	1.411503175E1
1.162370025E1	-2.013983531E0	3.898513507E0	1.375790435E1	1.444072261E1
1.163369425E1	-1.257819994E0	4.649244542E0	1.395957014E1	1.476709804E1
1.164368925E1	-7.193948554E-1	5.134986194E0	1.359706382E1	1.455217361E1
1.165368325E1	-5.385819905E-1	5.357554611E0	1.259858392E1	1.370101379E1
1.166367825E1	-4.123170695E-1	5.005120704E0	1.129402801E1	1.236027133E1
1.167367325E1	-2.343515794E-1	4.778263940E0	1.005181979E1	1.113219691E1
1.168366725E1	4.893724814E-2	4.768921258E0	9.240616851E0	1.039875015E1
1.169366225E1	5.482834715E-1	4.996979626E0	8.720306459E0	1.006549377E1
1.170365625E1	1.287959321E0	4.635244553E0	7.789539655E0	9.155395093E0
1.171365125E1	1.986291556E0	4.482879269E0	6.886054789E0	8.453360944E0
1.172364525E1	2.142162245E0	4.893803167E0	6.013401123E0	8.043578904E0
1.173364025E1	1.946951635E0	5.314312697E0	4.820027093E0	7.434056852E0
1.174363425E1	1.965684067E0	5.293927549E0	3.595747604E0	6.694698170E0
1.175362925E1	2.285320357E0	4.758617295E0	2.263085881E0	5.743577752E0
1.176362325E1	2.390272031E0	4.255846211E0	8.625911933E-1	4.956782315E0
1.177361825E1	2.479999163E0	4.001932918E0	-3.641850561E-1	4.722128088E0
1.178361225E1	2.773310995E0	3.648239813E0	-1.114507370E0	4.716252144E0
1.179360725E1	3.054805897E0	3.675767628E0	-9.603607321E-1	4.874976867E0
1.180360125E1	3.063329968E0	3.951228495E0	-1.126747347E0	5.125012848E0
1.181359625E1	2.969263471E0	4.096351418E0	-1.694386271E0	5.335500476E0
1.182359025E1	2.878851483E0	4.342862136E0	-2.374361903E0	5.725891358E0
1.183358525E1	2.700923635E0	4.324084387E0	-3.625894679E0	6.256181463E0
1.184357925E1	2.388750439E0	4.136089972E0	-5.025134554E0	6.932917582E0
1.185357425E1	1.955449540E0	4.339584771E0	-6.264839582E0	7.867909117E0
1.186356825E1	1.699158622E0	4.708877663E0	-6.766406139E0	8.416942492E0
1.187356325E1	1.697360896E0	5.152265886E0	-7.379069794E0	9.158468693E0
1.188355825E1	1.755024821E0	5.630301493E0	-7.983778312E0	9.925780733E0
1.189355225E1	1.662103209E0	5.933915243E0	-8.512670077E0	1.050901941E1
1.190354725E1	1.688228715E0	6.170597084E0	-8.926617277E0	1.098229851E1
1.191354125E1	1.578829649E0	6.314699374E0	-9.217400481E0	1.128399765E1
1.192353625E1	1.531795231E0	6.453509935E0	-9.423156983E0	1.152345758E1
1.193353025E1	1.462693421E0	6.582084945E0	-9.552838286E0	1.169273422E1
1.194352525E1	1.579690797E0	6.837603591E0	-9.583933779E0	1.187855347E1
1.195351925E1	1.820456188E0	6.909416170E0	-9.268327975E0	1.170282000E1
1.196351413E1	1.900191890E0	6.927446060E0	-8.833823134E0	1.138581000E1
1.197350813E1	1.947676251E0	6.897404820E0	-8.915385361E0	1.143904420E1
1.198350313E1	2.020723762E0	6.375724425E0	-9.067869051E0	1.126762777E1
1.199349713E1	2.152067136E0	5.460435786E0	-9.272591765E0	1.097400155E1
1.200349213E1	2.148459696E0	4.978617615E0	-9.869990094E0	1.126140386E1
1.201348613E1	2.110749395E0	4.710256729E0	-1.007474321E1	1.131999259E1
1.202348113E1	2.009067923E0	4.325164368E0	-9.978626683E0	1.105967410E1
1.203347513E1	1.943820743E0	4.143229423E0	-9.924413638E0	1.092880484E1
1.204347012E1	1.814657942E0	3.797776507E0	-9.797891001E0	1.066371220E1
1.205346412E1	1.821112830E0	3.503224772E0	-9.755675858E0	1.052436446E1
1.206345913E1	1.696200516E0	3.483380492E0	-9.446989065E0	1.021061400E1
1.207345313E1	1.507686283E0	3.408940174E0	-9.181715509E0	9.909484887E0
1.208344813E1	1.444139036E0	3.206068103E0	-9.494193052E0	1.012443144E1
1.209344313E1	1.358997729E0	2.824869989E0	-9.601836784E0	1.010059577E1
1.210343713E1	1.298571141E0	2.423301929E0	-9.549933389E0	9.937801919E0
1.211343213E1	1.192242009E0	2.339104947E0	-9.456222403E0	9.813918437E0
1.212342613E1	1.202123073E0	2.465146358E0	-9.241818454E0	9.640189561E0
1.213342112E1	1.421373340E0	2.511158098E0	-9.106467106E0	9.552693877E0
1.214341512E1	1.516551978E0	2.645589679E0	-9.055448395E0	9.555114876E0
1.215341012E1	1.531949159E0	2.829188742E0	-8.714117766E0	9.289080988E0
1.216340412E1	1.576623056E0	2.903874643E0	-8.174055480E0	8.816655329E0
1.217339913E1	1.761331043E0	3.026680205E0	-7.683754753E0	8.444120274E0
1.218339313E1	1.901810107E0	2.978397991E0	-7.690066822E0	8.463147405E0
1.219338813E1	1.816620268E0	3.002190896E0	-7.798551384E0	8.551646804E0
1.220338213E1	1.984154398E0	3.059118803E0	-7.762645386E0	8.576347703E0
1.221337713E1	2.352347721E0	3.040187858E0	-7.344630863E0	8.289745745E0
1.222337113E1	2.706539885E0	3.205936541E0	-6.581732942E0	7.805292806E0
1.223336612E1	2.850728715E0	3.696558865E0	-5.847257168E0	7.482086476E0
1.224336012E1	2.949902463E0	4.010726253E0	-5.490572335E0	7.411763231E0
1.225335512E1	2.681614959E0	3.867014557E0	-5.361648247E0	7.133872181E0
1.226334912E1	2.606255752E0	3.559659759E0	-6.241077082E0	7.642956875E0
1.227334413E1	2.470560003E0	2.812445825E0	-7.202551709E0	8.117282141E0
1.228333813E1	2.446129166E0	1.938743752E0	-7.477601810E0	8.102888624E0
1.229333313E1	2.598948779E0	1.557993242E0	-7.519290118E0	8.106886059E0
1.230332713E1	2.686281037E0	1.873500520E0	-6.812182236E0	7.558567115E0
1.231332213E1	2.829775802E0	2.506888169E0	-5.566365699E0	6.728784918E0
1.232331712E1	2.736779346E0	2.933860919E0	-4.348043354E0	5.916331810E0
1.233331112E1	2.201369981E0	3.374270571E0	-3.550229369E0	5.369903189E0
1.234330612E1	1.665172705E0	3.094908441E0	-2.722546638E0	4.445617909E0
1.235330012E1	1.623029190E0	3.080279000E0	-2.413289741E0	4.236308516E0
1.236329513E1	1.400838065E0	2.924146062E0	-2.325962745E0	3.990373437E0
1.237328913E1	1.504966743E0	2.396686865E0	-2.707620451E0	3.916662014E0
1.238328413E1	2.132720015E0	1.573288389E0	-3.081014872E0	4.064035391E0
1.239327813E1	2.664264224E0	1.129644350E0	-3.496040883E0	4.538358962E0
1.240327313E1	2.740037122E0	7.637141919E-1	-2.593226693E0	3.849141135E0
1.241326713E1	2.574574075E0	8.636463234E-1	-1.237248028E0	2.984141304E0
1.242326212E1	2.276459340E0	1.000224710E0	2.017184150E-1	2.494675714E0
1.243325612E1	1.902364862E0	1.046573541E0	1.096303234E0	2.432321735E0
1.244325112E1	1.340206386E0	1.555894384E0	1.693671157E0	2.661856960E0
1.245324512E1	9.994769237E-1	1.577073437E0	2.761064002E0	3.333105034E0
1.246324013E1	1.133859388E0	1.455743859E0	3.631946547E0	4.073802034E0
1.247323413E1	8.550583716E-1	1.585574997E0	4.071136177E0	4.451889785E0
1.248322913E1	1.261745815E-1	1.950648976E0	3.695264876E0	4.180422700E0
1.249322313E1	-7.671194641E-1	1.846650252E0	2.044911062E0	2.860113752E0
1.250321813E1	-1.489442824E0	1.670366786E0	6.636478668E-1	2.334307953E0
1.251321213E1	-1.871141753E0	2.529781187E0	4.190553278E-1	3.174361618E0
1.252320713E1	-1.331799113E0	3.824220539E0	1.156701463E0	4.211449855E0
1.253320212E1	-2.679016786E-1	5.549278380E0	4.152973223E0	6.936385834E0
1.254319612E1	3.775388176E-1	6.374432191E0	8.356500303E0	1.051698715E1
1.255319113E1	6.992251043E-1	5.816378022E0	1.125706659E1	1.269018192E1
1.256318513E1	6.188664541E-1	5.627993597E0	1.264025001E1	1.385038729E1
1.257318013E1	3.653609312E-1	5.334108446E0	1.189810386E1	1.304419706E1
1.258317413E1	2.643488555E-1	4.995434791E0	9.643978837E0	1.086418781E1
1.259316913E1	2.902465391E-1	4.491747157E0	7.601003788E0	8.833758778E0
1.260316313E1	1.891224892E-1	4.424271750E0	7.030322556E0	8.308753401E0
1.261315813E1	1.338086332E-1	4.507054583E0	7.123751122E0	8.430852615E0
1.262315213E1	2.196880051E-1	4.305609817E0	7.238599209E0	8.425191821E0
1.263314712E1	1.892744438E-1	4.055545746E0	6.920218316E0	8.023259790E0
1.264314112E1	1.446308792E-1	3.741315500E0	6.999251622E0	7.937750502E0
1.265313612E1	1.357606530E-2	3.716114000E0	7.735311407E0	8.581650782E0
1.266313012E1	-3.247550151E-1	3.417255499E0	8.389869193E0	9.064932765E0
1.267312513E1	-5.463997179E-1	2.402601616E0	9.635281103E0	9.945335043E0
1.268311913E1	-6.165839935E-1	2.138281156E0	1.408094898E1	1.425571978E1
1.269311413E1	-6.643125491E-1	3.134425094E0	1.893874324E1	1.920786109E1
1.270310813E1	-1.251116015E0	3.231033375E0	1.953192690E1	1.983686055E1
1.271310313E1	-1.605841738E0	2.058422808E0	1.842549570E1	1.860953315E1
1.272309713E1	-3.236957555E-1	3.191703249E0	1.576648140E1	1.608955203E1
1.273309212E1	-2.036250459E-1	3.801280743E0	1.203888259E1	1.262639666E1
1.274308612E1	-4.606619217E-2	3.379210591E0	9.719352955E0	1.029014131E1
1.275308112E1	-4.631696463E-1	3.354861615E0	8.925882282E0	9.546779410E0
1.276307613E1	-9.767754744E-1	3.677775854E0	7.786801404E0	8.666856504E0
1.277307013E1	-1.147542677E0	3.436847765E0	7.096987832E0	7.968438557E0
1.278306513E1	-1.677790704E0	3.132964459E0	6.714518532E0	7.597052525E0
1.279305913E1	-2.367424036E0	3.449285962E0	6.222957146E0	7.498497573E0
1.280305413E1	-2.936489242E0	3.549402573E0	5.916922649E0	7.498746651E0
1.281304813E1	-3.116606289E0	3.599826037E0	5.198565894E0	7.049614855E0
1.282304312E1	-2.966024113E0	3.315334437E0	5.233723447E0	6.868813769E0
1.283303712E1	-2.648658005E0	3.255497541E0	6.304702390E0	7.573831639E0
1.284303212E1	-2.093147668E0	2.687112511E0	7.254280856E0	8.014139477E0
1.285302612E1	-1.802759589E0	2.518653059E0	8.402479883E0	8.955178588E0
1.286302113E1	-2.337543594E0	3.537125174E0	9.498994201E0	1.040222358E1
1.287301513E1	-2.572625783E0	4.749710231E0	1.031899895E1	1.164731257E1
1.288301013E1	-2.441958347E0	5.447071390E0	1.091329475E1	1.243920213E1
1.289300413E1	-2.335104136E0	6.017722215E0	1.073298533E1	1.252448267E1
1.290299913E1	-2.007137464E0	5.931354747E0	1.031976026E1	1.207091636E1
1.291299313E1	-1.501820503E0	5.896243386E0	9.742764621E0	1.148662759E1
1.292298812E1	-1.067844543E0	5.933469685E0	8.692864307E0	1.057885837E1
1.293298212E1	-9.158336002E-1	5.667232507E0	7.599166008E0	9.523843735E0
1.294297712E1	-7.879918313E-1	5.803559171E0	6.812229014E0	8.983801774E0
1.295297213E1	-5.498127376E-1	5.791485840E0	6.359054013E0	8.618652460E0
1.296296638E1	-2.635021421E-1	5.967741970E0	6.398502839E0	8.753525928E0
1.297296138E1	8.901801109E-3	6.190565325E0	6.338413927E0	8.859947483E0
1.298295538E1	5.013225091E-1	6.233735318E0	5.845286656E0	8.560266139E0
1.299295038E1	1.037640969E0	5.996959337E0	5.097548811E0	7.938842734E0
1.300294438E1	1.413016208E0	5.650593671E0	3.788250223E0	6.948141002E0
1.301293937E1	2.234547668E0	5.394017263E0	3.162529736E0	6.640046675E0
1.302293337E1	2.493319705E0	4.953648250E0	2.469853367E0	6.070868948E0
1.303292837E1	2.672994409E0	5.060793799E0	1.615857580E0	5.947060509E0
1.304292237E1	2.907814497E0	5.147451289E0	8.178406978E-1	5.968291491E0
1.305291738E1	3.170928676E0	4.924751310E0	-5.644024909E-2	5.857571991E0
1.306291138E1	3.080915177E0	4.624111747E0	-1.230343636E0	5.691062575E0
1.307290638E1	3.041256144E0	4.395795517E0	-2.137218717E0	5.756731799E0
1.308290038E1	3.139994274E0	4.057494915E0	-2.536592317E0	5.723384454E0
1.309289538E1	3.101820142E0	3.437423131E0	-3.254069651E0	5.659163831E0
